date,Voltage
18:49:50,3450
18:49:51,3450
18:49:52,3450
18:49:53,3450
18:49:54,3450
18:49:55,3450
18:49:56,3450
18:49:57,3450
18:49:58,3450
18:49:59,3450
18:50:00,3450
18:50:01,3450
18:50:02,3450
18:50:03,3450
18:50:04,3450
18:50:05,3450
18:50:06,3450
18:50:07,3450
18:50:08,3450
18:50:09,3450
18:50:10,3450
18:50:11,3450
18:50:12,3450
18:50:13,3450
18:50:14,3450
18:50:15,3450
18:50:16,3450
18:50:17,3450
18:50:18,3450
18:50:19,3450
18:50:20,3450
18:50:21,3835
18:50:22,3835
18:50:23,3835
18:50:24,3835
18:50:25,3835
18:50:26,3835
18:50:27,3835
18:50:28,3835
18:50:29,3835
18:50:30,3835
18:50:31,3835
18:50:32,3835
18:50:33,3835
18:50:34,3835
18:50:35,3835
18:50:36,3835
18:50:37,3835
18:50:38,3835
18:50:39,3835
18:50:40,3835
18:50:41,3835
18:50:42,3835
18:50:43,3835
18:50:44,3835
18:50:45,3835
18:50:46,3835
18:50:47,3835
18:50:48,3835
18:50:49,3835
18:50:50,3835
18:50:51,3835
18:50:52,3835
18:50:53,3835
18:50:54,3835
18:50:55,3835
18:50:56,3835
18:50:57,3835
18:50:58,3835
18:50:59,3835
18:51:00,3835
18:51:01,3835
18:51:02,3835
18:51:03,3835
18:51:04,3835
18:51:05,3835
18:51:06,3835
18:51:07,3835
18:51:08,3835
18:51:09,3835
18:51:10,3835
18:51:11,3835
18:51:12,3835
18:51:13,3835
18:51:14,3835
18:51:15,3835
18:51:16,3835
18:51:17,3835
18:51:18,3835
18:51:19,3835
18:51:20,3860
18:51:21,3860
18:51:22,3860
18:51:23,3860
18:51:24,3860
18:51:25,3860
18:51:26,3860
18:51:27,3860
18:51:28,3860
18:51:29,3860
18:51:30,3860
18:51:31,3860
18:51:32,3860
18:51:33,3860
18:51:34,3860
18:51:35,3860
18:51:36,3860
18:51:37,3860
18:51:38,3860
18:51:39,3860
18:51:40,3860
18:51:41,3860
18:51:42,3860
18:51:43,3860
18:51:44,3860
18:51:45,3860
18:51:46,3860
18:51:47,3860
18:51:48,3860
18:51:49,3860
18:51:50,3860
18:51:51,3860
18:51:52,3860
18:51:53,3860
18:51:54,3860
18:51:55,3860
18:51:56,3860
18:51:57,3860
18:51:58,3860
18:51:59,3860
18:52:00,3860
18:52:01,3860
18:52:02,3860
18:52:03,3860
18:52:04,3860
18:52:05,3860
18:52:06,4200
18:52:07,4200
18:52:08,4200
18:52:09,4200
18:52:10,4200
18:52:11,4200
18:52:12,4200
18:52:13,4200
18:52:14,4200
18:52:15,4200
18:52:16,4200
18:52:17,4200
18:52:18,4200
18:52:19,4241
18:52:20,4241
18:52:21,4241
18:52:22,4241
18:52:23,4241
18:52:24,4241
18:52:25,4241
18:52:26,4241
18:52:27,4241
18:52:28,4241
18:52:29,4241
18:52:30,4241
18:52:31,4241
18:52:32,4241
18:52:33,4241
18:52:34,4241
18:52:35,4241
18:52:36,4241
18:52:37,4241
18:52:38,4241
18:52:39,4241
18:52:40,4241
18:52:41,4241
18:52:42,4241
18:52:43,4241
18:52:44,4241
18:52:45,4241
18:52:46,4241
18:52:47,4241
18:52:48,4241
18:52:49,4241
18:52:50,4241
18:52:51,4304
18:52:52,4304
18:52:53,4304
18:52:54,4304
18:52:55,4304
18:52:56,4304
18:52:57,4304
18:52:58,4304
18:52:59,4304
18:53:00,4304
18:53:01,4304
18:53:02,4304
18:53:03,4304
18:53:04,4304
18:53:05,4304
18:53:06,4304
18:53:07,4304
18:53:08,4304
18:53:09,4304
18:53:10,4304
18:53:11,4304
18:53:12,4304
18:53:13,4304
18:53:14,4304
18:53:15,4304
18:53:16,4304
18:53:17,4268
18:53:18,4268
18:53:19,4268
18:53:20,4268
18:53:21,4268
18:53:22,4268
18:53:23,4268
18:53:24,4268
18:53:25,4268
18:53:26,4268
18:53:27,4268
18:53:28,4268
18:53:29,4268
18:53:30,4268
18:53:31,4268
18:53:32,4268
18:53:33,4268
18:53:34,4268
18:53:35,4268
18:53:36,4268
18:53:37,4268
18:53:38,4268
18:53:39,4268
18:53:40,4268
18:53:41,4268
18:53:42,4268
18:53:43,4268
18:53:44,4268
18:53:45,4268
18:53:46,4268
18:53:47,4268
18:53:48,4268
18:53:49,4268
18:53:50,4268
18:53:51,4268
18:53:52,4268
18:53:53,4268
18:53:54,4268
18:53:55,4268
18:53:56,4268
18:53:57,4268
18:53:58,4268
18:53:59,4268
18:54:00,4268
18:54:01,4268
18:54:02,4268
18:54:03,4268
18:54:04,4268
18:54:05,4268
18:54:06,4268
18:54:07,4268
18:54:08,4268
18:54:09,4268
18:54:10,4268
18:54:11,4268
18:54:12,4268
18:54:13,4277
18:54:14,4277
18:54:15,4277
18:54:16,4235
18:54:17,4235
18:54:18,4235
18:54:19,4235
18:54:20,4235
18:54:21,4235
18:54:22,4235
18:54:23,4235
18:54:24,4235
18:54:25,4235
18:54:26,4235
18:54:27,4235
18:54:28,4235
18:54:29,4235
18:54:30,4235
18:54:31,4277
18:54:32,4277
18:54:33,4277
18:54:34,4277
18:54:35,4277
18:54:36,4277
18:54:37,4277
18:54:38,4277
18:54:39,4277
18:54:40,4277
18:54:41,4277
18:54:42,4277
18:54:43,4277
18:54:44,4277
18:54:45,4277
18:54:46,4277
18:54:47,4277
18:54:48,4277
18:54:49,4277
18:54:50,4277
18:54:51,4277
18:54:52,4277
18:54:53,4277
18:54:54,4277
18:54:55,4277
18:54:56,4277
18:54:57,4277
18:54:58,4277
18:54:59,4277
18:55:00,4277
18:55:01,4277
18:55:02,4277
18:55:03,4277
18:55:04,4277
18:55:05,4277
18:55:06,4277
18:55:07,4280
18:55:08,4280
18:55:09,4280
18:55:10,4280
18:55:11,4280
18:55:12,4280
18:55:13,4280
18:55:14,4280
18:55:15,4295
18:55:16,4295
18:55:17,4295
18:55:18,4295
18:55:19,4295
18:55:20,4295
18:55:21,4295
18:55:22,4295
18:55:23,4295
18:55:24,4295
18:55:25,4295
18:55:26,4295
18:55:27,4295
18:55:28,4295
18:55:29,4295
18:55:30,4295
18:55:31,4295
18:55:32,4295
18:55:33,4295
18:55:34,4295
18:55:35,4295
18:55:36,4295
18:55:37,4295
18:55:38,4295
18:55:39,4295
18:55:40,4295
18:55:41,4295
18:55:42,4295
18:55:43,4295
18:55:44,4295
18:55:45,4295
18:55:46,4295
18:55:47,4295
18:55:48,4295
18:55:49,4295
18:55:50,4295
18:55:51,4295
18:55:52,4295
18:55:53,4295
18:55:54,4295
18:55:55,4295
18:55:56,4295
18:55:57,4286
18:55:58,4286
18:55:59,4286
18:56:00,4286
18:56:01,4286
18:56:02,4286
18:56:03,4286
18:56:04,4286
18:56:05,4286
18:56:06,4286
18:56:07,4286
18:56:08,4286
18:56:09,4286
18:56:10,4286
18:56:11,4286
18:56:12,4286
18:56:13,4286
18:56:14,4313
18:56:15,4313
18:56:16,4313
18:56:17,4313
18:56:18,4313
18:56:19,4313
18:56:20,4313
18:56:21,4313
18:56:22,4313
18:56:23,4313
18:56:24,4313
18:56:25,4313
18:56:26,4313
18:56:27,4313
18:56:28,4313
18:56:29,4313
18:56:30,4313
18:56:31,4313
18:56:32,4313
18:56:33,4313
18:56:34,4313
18:56:35,4313
18:56:36,4313
18:56:37,4313
18:56:38,4313
18:56:39,4313
18:56:40,4313
18:56:41,4313
18:56:42,4313
18:56:43,4313
18:56:44,4313
18:56:45,4313
18:56:46,4313
18:56:47,4313
18:56:48,4313
18:56:49,4313
18:56:50,4313
18:56:51,4313
18:56:52,4313
18:56:53,4313
18:56:54,4313
18:56:55,4313
18:56:56,4313
18:56:57,4313
18:56:58,4313
18:56:59,4313
18:57:00,4313
18:57:01,4298
18:57:02,4298
18:57:03,4298
18:57:04,4298
18:57:05,4298
18:57:06,4298
18:57:07,4298
18:57:08,4298
18:57:09,4298
18:57:10,4298
18:57:11,4298
18:57:12,4298
18:57:13,4310
18:57:14,4310
18:57:15,4310
18:57:16,4310
18:57:17,4310
18:57:18,4310
18:57:19,4310
18:57:20,4310
18:57:21,4310
18:57:22,4310
18:57:23,4310
18:57:24,4310
18:57:25,4310
18:57:26,4310
18:57:27,4310
18:57:28,4310
18:57:29,4310
18:57:30,4310
18:57:31,4310
18:57:32,4310
18:57:33,4310
18:57:34,4310
18:57:35,4310
18:57:36,4310
18:57:37,4310
18:57:38,4310
18:57:39,4310
18:57:40,4310
18:57:41,4310
18:57:42,4310
18:57:43,4310
18:57:44,4310
18:57:45,4310
18:57:46,4310
18:57:47,4310
18:57:48,4314
18:57:49,4314
18:57:50,4314
18:57:51,4314
18:57:52,4314
18:57:53,4314
18:57:54,4314
18:57:55,4314
18:57:56,4314
18:57:57,4314
18:57:58,4314
18:57:59,4314
18:58:00,4314
18:58:01,4314
18:58:02,4314
18:58:03,4314
18:58:04,4314
18:58:05,4314
18:58:06,4314
18:58:07,4314
18:58:08,4314
18:58:09,4314
18:58:10,4314
18:58:11,4314
18:58:12,4324
18:58:13,4324
18:58:14,4324
18:58:15,4324
18:58:16,4324
18:58:17,4324
18:58:18,4324
18:58:19,4324
18:58:20,4324
18:58:21,4324
18:58:22,4324
18:58:23,4324
18:58:24,4324
18:58:25,4324
18:58:26,4324
18:58:27,4324
18:58:28,4324
18:58:29,4324
18:58:30,4324
18:58:31,4324
18:58:32,4324
18:58:33,4324
18:58:34,4324
18:58:35,4324
18:58:36,4324
18:58:37,4324
18:58:38,4324
18:58:39,4324
18:58:40,4324
18:58:41,4324
18:58:42,4324
18:58:43,4324
18:58:44,4324
18:58:45,4324
18:58:46,4324
18:58:47,4324
18:58:48,4324
18:58:49,4324
18:58:50,4324
18:58:51,4324
18:58:52,4324
18:58:53,4324
18:58:54,4324
18:58:55,4324
18:58:56,4324
18:58:57,4324
18:58:58,4324
18:58:59,4324
18:59:00,4324
18:59:01,4324
18:59:02,4324
18:59:03,4324
18:59:04,4324
18:59:05,4324
18:59:06,4324
18:59:07,4324
18:59:08,4324
18:59:09,4324
18:59:10,4324
18:59:11,4325
18:59:12,4325
18:59:13,4325
18:59:14,4325
18:59:15,4325
18:59:16,4325
18:59:17,4325
18:59:18,4325
18:59:19,4325
18:59:20,4325
18:59:21,4325
18:59:22,4325
18:59:23,4325
18:59:24,4325
18:59:25,4325
18:59:26,4325
18:59:27,4325
18:59:28,4325
18:59:29,4325
18:59:30,4325
18:59:31,4325
18:59:32,4325
18:59:33,4325
18:59:34,4325
18:59:35,4325
18:59:36,4325
18:59:37,4325
18:59:38,4325
18:59:39,4325
18:59:40,4325
18:59:41,4325
18:59:42,4325
18:59:43,4325
18:59:44,4325
18:59:45,4325
18:59:46,4325
18:59:47,4325
18:59:48,4325
18:59:49,4325
18:59:50,4325
18:59:51,4325
18:59:52,4328
18:59:53,4328
18:59:54,4328
18:59:55,4328
18:59:56,4328
18:59:57,4328
18:59:58,4328
18:59:59,4328
19:00:00,4328
19:00:01,4328
19:00:02,4328
19:00:03,4328
19:00:04,4328
19:00:05,4328
19:00:06,4328
19:00:07,4328
19:00:08,4328
19:00:09,4328
19:00:10,4335
19:00:11,4335
19:00:12,4335
19:00:13,4335
19:00:14,4335
19:00:15,4335
19:00:16,4335
19:00:17,4335
19:00:18,4335
19:00:19,4335
19:00:20,4335
19:00:21,4335
19:00:22,4335
19:00:23,4335
19:00:24,4335
19:00:25,4335
19:00:26,4335
19:00:27,4335
19:00:28,4335
19:00:29,4335
19:00:30,4335
19:00:31,4335
19:00:32,4335
19:00:33,4335
19:00:34,4335
19:00:35,4335
19:00:36,4335
19:00:37,4335
19:00:38,4335
19:00:39,4335
19:00:40,4335
19:00:41,4335
19:00:42,4335
19:00:43,4335
19:00:44,4335
19:00:45,4335
19:00:46,4335
19:00:47,4335
19:00:48,4335
19:00:49,4335
19:00:50,4335
19:00:51,4335
19:00:52,4335
19:00:53,4335
19:00:54,4335
19:00:55,4335
19:00:56,4335
19:00:57,4335
19:00:58,4335
19:00:59,4337
19:01:00,4337
19:01:01,4337
19:01:02,4337
19:01:03,4337
19:01:04,4337
19:01:05,4337
19:01:06,4337
19:01:07,4337
19:01:08,4337
19:01:09,4327
19:01:10,4327
19:01:11,4327
19:01:12,4327
19:01:13,4327
19:01:14,4327
19:01:15,4327
19:01:16,4327
19:01:17,4327
19:01:18,4327
19:01:19,4327
19:01:20,4327
19:01:21,4327
19:01:22,4327
19:01:23,4327
19:01:24,4327
19:01:25,4327
19:01:26,4327
19:01:27,4327
19:01:28,4327
19:01:29,4327
19:01:30,4327
19:01:31,4327
19:01:32,4327
19:01:33,4327
19:01:34,4327
19:01:35,4327
19:01:36,4327
19:01:37,4327
19:01:38,4327
19:01:39,4327
19:01:40,4327
19:01:41,4327
19:01:42,4327
19:01:43,4327
19:01:44,4340
19:01:45,4340
19:01:46,4340
19:01:47,4340
19:01:48,4340
19:01:49,4340
19:01:50,4340
19:01:51,4340
19:01:52,4340
19:01:53,4340
19:01:54,4340
19:01:55,4340
19:01:56,4340
19:01:57,4340
19:01:58,4340
19:01:59,4340
19:02:00,4340
19:02:01,4340
19:02:02,4340
19:02:03,4340
19:02:04,4340
19:02:05,4340
19:02:06,4340
19:02:07,4340
19:02:08,4340
19:02:09,4340
19:02:10,4340
19:02:11,4340
19:02:12,4340
19:02:13,4340
19:02:14,4340
19:02:15,4340
19:02:16,4340
19:02:17,4340
19:02:18,4340
19:02:19,4340
19:02:20,4340
19:02:21,4340
19:02:22,4340
19:02:23,4340
19:02:24,4340
19:02:25,4340
19:02:26,4340
19:02:27,4340
19:02:28,4340
19:02:29,4340
19:02:30,4340
19:02:31,4331
19:02:32,4331
19:02:33,4331
19:02:34,4331
19:02:35,4331
19:02:36,4331
19:02:37,4331
19:02:38,4331
19:02:39,4331
19:02:40,4331
19:02:41,4331
19:02:42,4331
19:02:43,4331
19:02:44,4331
19:02:45,4331
19:02:46,4331
19:02:47,4331
19:02:48,4331
19:02:49,4331
19:02:50,4331
19:02:51,4331
19:02:52,4331
19:02:53,4331
19:02:54,4331
19:02:55,4331
19:02:56,4331
19:02:57,4331
19:02:58,4331
19:02:59,4331
19:03:00,4331
19:03:01,4331
19:03:02,4331
19:03:03,4331
19:03:04,4331
19:03:05,4331
19:03:06,4331
19:03:07,4350
19:03:08,4350
19:03:09,4350
19:03:10,4350
19:03:11,4350
19:03:12,4350
19:03:13,4350
19:03:14,4350
19:03:15,4353
19:03:16,4353
19:03:17,4353
19:03:18,4353
19:03:19,4353
19:03:20,4353
19:03:21,4353
19:03:22,4353
19:03:23,4353
19:03:24,4353
19:03:25,4353
19:03:26,4353
19:03:27,4353
19:03:28,4353
19:03:29,4353
19:03:30,4353
19:03:31,4353
19:03:32,4353
19:03:33,4353
19:03:34,4353
19:03:35,4353
19:03:36,4353
19:03:37,4353
19:03:38,4353
19:03:39,4353
19:03:40,4353
19:03:41,4353
19:03:42,4353
19:03:43,4353
19:03:44,4353
19:03:45,4353
19:03:46,4353
19:03:47,4353
19:03:48,4353
19:03:49,4353
19:03:50,4353
19:03:51,4353
19:03:52,4353
19:03:53,4353
19:03:54,4353
19:03:55,4353
19:03:56,4353
19:03:57,4353
19:03:58,4353
19:03:59,4352
19:04:00,4352
19:04:01,4352
19:04:02,4352
19:04:03,4352
19:04:04,4352
19:04:05,4352
19:04:06,4352
19:04:07,4352
19:04:08,4352
19:04:09,4352
19:04:10,4352
19:04:11,4352
19:04:12,4352
19:04:13,4352
19:04:14,4352
19:04:15,4352
19:04:16,4352
19:04:17,4352
19:04:18,4352
19:04:19,4352
19:04:20,4352
19:04:21,4352
19:04:22,4352
19:04:23,4352
19:04:24,4352
19:04:25,4352
19:04:26,4352
19:04:27,4352
19:04:28,4352
19:04:29,4352
19:04:30,4352
19:04:31,4352
19:04:32,4352
19:04:33,4365
19:04:34,4365
19:04:35,4365
19:04:36,4365
19:04:37,4365
19:04:38,4365
19:04:39,4365
19:04:40,4365
19:04:41,4365
19:04:42,4365
19:04:43,4365
19:04:44,4365
19:04:45,4365
19:04:46,4353
19:04:47,4353
19:04:48,4353
19:04:49,4353
19:04:50,4353
19:04:51,4353
19:04:52,4353
19:04:53,4353
19:04:54,4353
19:04:55,4353
19:04:56,4353
19:04:57,4353
19:04:58,4353
19:04:59,4353
19:05:00,4353
19:05:01,4353
19:05:02,4353
19:05:03,4353
19:05:04,4353
19:05:05,4353
19:05:06,4353
19:05:07,4353
19:05:08,4353
19:05:09,4353
19:05:10,4353
19:05:11,4353
19:05:12,4353
19:05:13,4353
19:05:14,4353
19:05:15,4353
19:05:16,4353
19:05:17,4368
19:05:18,4368
19:05:19,4368
19:05:20,4368
19:05:21,4368
19:05:22,4368
19:05:23,4368
19:05:24,4368
19:05:25,4368
19:05:26,4368
19:05:27,4368
19:05:28,4368
19:05:29,4368
19:05:30,4368
19:05:31,4368
19:05:32,4368
19:05:33,4368
19:05:34,4368
19:05:35,4368
19:05:36,4368
19:05:37,4368
19:05:38,4368
19:05:39,4368
19:05:40,4368
19:05:41,4368
19:05:42,4368
19:05:43,4368
19:05:44,4368
19:05:45,4368
19:05:46,4368
19:05:47,4377
19:05:48,4377
19:05:49,4377
19:05:50,4377
19:05:51,4377
19:05:52,4377
19:05:53,4377
19:05:54,4377
19:05:55,4377
19:05:56,4377
19:05:57,4377
19:05:58,4377
19:05:59,4377
19:06:00,4377
19:06:01,4377
19:06:02,4377
19:06:03,4377
19:06:04,4377
19:06:05,4377
19:06:06,4377
19:06:07,4377
19:06:08,4377
19:06:09,4377
19:06:10,4377
19:06:11,4377
19:06:12,4377
19:06:13,4377
19:06:14,4377
19:06:15,4377
19:06:16,4378
19:06:17,4378
19:06:18,4378
19:06:19,4378
19:06:20,4378
19:06:21,4378
19:06:22,4378
19:06:23,4378
19:06:24,4378
19:06:25,4378
19:06:26,4378
19:06:27,4378
19:06:28,4378
19:06:29,4378
19:06:30,4378
19:06:31,4378
19:06:32,4378
19:06:33,4378
19:06:34,4378
19:06:35,4378
19:06:36,4378
19:06:37,4378
19:06:38,4378
19:06:39,4378
19:06:40,4378
19:06:41,4378
19:06:42,4378
19:06:43,4378
19:06:44,4378
19:06:45,4362
19:06:46,4362
19:06:47,4362
19:06:48,4362
19:06:49,4362
19:06:50,4362
19:06:51,4362
19:06:52,4362
19:06:53,4362
19:06:54,4362
19:06:55,4362
19:06:56,4362
19:06:57,4362
19:06:58,4387
19:06:59,4387
19:07:00,4387
19:07:01,4387
19:07:02,4387
19:07:03,4387
19:07:04,4387
19:07:05,4387
19:07:06,4387
19:07:07,4387
19:07:08,4387
19:07:09,4387
19:07:10,4387
19:07:11,4387
19:07:12,4387
19:07:13,4387
19:07:14,4385
19:07:15,4385
19:07:16,4385
19:07:17,4385
19:07:18,4385
19:07:19,4385
19:07:20,4385
19:07:21,4385
19:07:22,4385
19:07:23,4385
19:07:24,4385
19:07:25,4385
19:07:26,4385
19:07:27,4385
19:07:28,4385
19:07:29,4385
19:07:30,4385
19:07:31,4385
19:07:32,4385
19:07:33,4385
19:07:34,4385
19:07:35,4385
19:07:36,4385
19:07:37,4385
19:07:38,4385
19:07:39,4385
19:07:40,4385
19:07:41,4385
19:07:42,4396
19:07:43,4396
19:07:44,4396
19:07:45,4396
19:07:46,4396
19:07:47,4396
19:07:48,4396
19:07:49,4396
19:07:50,4396
19:07:51,4396
19:07:52,4396
19:07:53,4396
19:07:54,4396
19:07:55,4396
19:07:56,4396
19:07:57,4396
19:07:58,4396
19:07:59,4396
19:08:00,4396
19:08:01,4396
19:08:02,4389
19:08:03,4389
19:08:04,4389
19:08:05,4389
19:08:06,4389
19:08:07,4389
19:08:08,4389
19:08:09,4389
19:08:10,4389
19:08:11,4389
19:08:12,4389
19:08:13,4389
19:08:14,4389
19:08:15,4389
19:08:16,4389
19:08:17,4389
19:08:18,4389
19:08:19,4389
19:08:20,4389
19:08:21,4389
19:08:22,4389
19:08:23,4389
19:08:24,4389
19:08:25,4389
19:08:26,4379
19:08:27,4379
19:08:28,4379
19:08:29,4379
19:08:30,4379
19:08:31,4379
19:08:32,4379
19:08:33,4379
19:08:34,4379
19:08:35,4379
19:08:36,4379
19:08:37,4379
19:08:38,4379
19:08:39,4379
19:08:40,4379
19:08:41,4379
19:08:42,4379
19:08:43,4379
19:08:44,4379
19:08:45,4379
19:08:46,4379
19:08:47,4379
19:08:48,4379
19:08:49,4379
19:08:50,4379
19:08:51,4379
19:08:52,4379
19:08:53,4379
19:08:54,4379
19:08:55,4379
19:08:56,4379
19:08:57,4403
19:08:58,4403
19:08:59,4403
19:09:00,4403
19:09:01,4403
19:09:02,4403
19:09:03,4403
19:09:04,4403
19:09:05,4403
19:09:06,4403
19:09:07,4403
19:09:08,4403
19:09:09,4403
19:09:10,4404
19:09:11,4404
19:09:12,4404
19:09:13,4404
19:09:14,4404
19:09:15,4404
19:09:16,4404
19:09:17,4404
19:09:18,4404
19:09:19,4404
19:09:20,4404
19:09:21,4404
19:09:22,4404
19:09:23,4404
19:09:24,4404
19:09:25,4404
19:09:26,4404
19:09:27,4404
19:09:28,4404
19:09:29,4404
19:09:30,4404
19:09:31,4404
19:09:32,4403
19:09:33,4403
19:09:34,4403
19:09:35,4403
19:09:36,4403
19:09:37,4403
19:09:38,4403
19:09:39,4403
19:09:40,4403
19:09:41,4403
19:09:42,4403
19:09:43,4403
19:09:44,4403
19:09:45,4403
19:09:46,4403
19:09:47,4403
19:09:48,4403
19:09:49,4403
19:09:50,4403
19:09:51,4403
19:09:52,4403
19:09:53,4403
19:09:54,4403
19:09:55,4403
19:09:56,4403
19:09:57,4403
19:09:58,4403
19:09:59,4403
19:10:00,4403
19:10:01,4403
19:10:02,4403
19:10:03,4403
19:10:04,4403
19:10:05,4403
19:10:06,4403
19:10:07,4403
19:10:08,4403
19:10:09,4403
19:10:10,4403
19:10:11,4403
19:10:12,4403
19:10:13,4403
19:10:14,4403
19:10:15,4403
19:10:16,4403
19:10:17,4403
19:10:18,4403
19:10:19,4403
19:10:20,4403
19:10:21,4403
19:10:22,4403
19:10:23,4403
19:10:24,4403
